"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BGR","Bulgaria","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,60.5,,
"BGR","Bulgaria","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,60.8,,
"BGR","Bulgaria","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,63.8,,
"BGR","Bulgaria","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,64.5,,
"BGR","Bulgaria","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,66.3,,
"BGR","Bulgaria","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,64.5,,
"HRV","Croatia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2000","2000","PC","Percentage","0","Units",,,0,,
"HRV","Croatia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2005","2005","PC","Percentage","0","Units",,,64.3,,
"HRV","Croatia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2010","2010","PC","Percentage","0","Units",,,64.7,,
"HRV","Croatia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2011","2011","PC","Percentage","0","Units",,,62.2,,
"HRV","Croatia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2012","2012","PC","Percentage","0","Units",,,59.7,,
"HRV","Croatia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2013","2013","PC","Percentage","0","Units",,,57.2,,
"HRV","Croatia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2014","2014","PC","Percentage","0","Units",,,60.1,,
"HRV","Croatia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,60.9,,
"HRV","Croatia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,61.8,,
"HRV","Croatia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,64.3,,
"HRV","Croatia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,65.7,,
"HRV","Croatia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,67.7,,
"HRV","Croatia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,67.6,,
"HRV","Croatia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,68.5,,
"HRV","Croatia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2005","2005","PC","Percentage","0","Units",,,47.5,,
"HRV","Croatia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2010","2010","PC","Percentage","0","Units",,,52.9,,
"HRV","Croatia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2011","2011","PC","Percentage","0","Units",,,51.1,,
"HRV","Croatia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2012","2012","PC","Percentage","0","Units",,,48.4,,
"HRV","Croatia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2013","2013","PC","Percentage","0","Units",,,47.6,,
"HRV","Croatia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2014","2014","PC","Percentage","0","Units",,,47.5,,
"HRV","Croatia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,49,,
"HRV","Croatia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,50,,
"HRV","Croatia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,50.6,,
"HRV","Croatia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,52.7,,
"HRV","Croatia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,54.6,,
"HRV","Croatia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,55.7,,
"HRV","Croatia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,55.4,,
"CYP","Cyprus","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2000","2000","PC","Percentage","0","Units",,,84.4,,
"CYP","Cyprus","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2005","2005","PC","Percentage","0","Units",,,84.8,,
"CYP","Cyprus","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2010","2010","PC","Percentage","0","Units",,,79.4,,
"CYP","Cyprus","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2011","2011","PC","Percentage","0","Units",,,76.7,,
"CYP","Cyprus","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2012","2012","PC","Percentage","0","Units",,,73.1,,
"CYP","Cyprus","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2013","2013","PC","Percentage","0","Units",,,70,,
"CYP","Cyprus","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2014","2014","PC","Percentage","0","Units",,,68.5,,
"CYP","Cyprus","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,69.3,,
"CYP","Cyprus","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,70.2,,
"CYP","Cyprus","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,72.1,,
"CYP","Cyprus","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,75.2,,
"CYP","Cyprus","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,78.2,,
"CYP","Cyprus","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,77.3,,
"CYP","Cyprus","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,76.9,,
"CYP","Cyprus","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2005","2005","PC","Percentage","0","Units",,,55.8,,
"CYP","Cyprus","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2010","2010","PC","Percentage","0","Units",,,59.1,,
"CYP","Cyprus","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2011","2011","PC","Percentage","0","Units",,,60,,
"CYP","Cyprus","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2012","2012","PC","Percentage","0","Units",,,59.2,,
"CYP","Cyprus","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2013","2013","PC","Percentage","0","Units",,,56.6,,
"CYP","Cyprus","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2014","2014","PC","Percentage","0","Units",,,54,,
"CYP","Cyprus","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,54.8,,
"CYP","Cyprus","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,55.3,,
"CYP","Cyprus","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,55.5,,
"CYP","Cyprus","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,57.3,,
"CYP","Cyprus","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,60.2,,
"CYP","Cyprus","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,61.1,,
"CYP","Cyprus","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,60,,
"MLT","Malta","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2000","2000","PC","Percentage","0","Units",,,79.3,,
"MLT","Malta","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2005","2005","PC","Percentage","0","Units",,,76.2,,
"MLT","Malta","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2010","2010","PC","Percentage","0","Units",,,74.5,,
"MLT","Malta","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2011","2011","PC","Percentage","0","Units",,,75.8,,
"MLT","Malta","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2012","2012","PC","Percentage","0","Units",,,76.1,,
"MLT","Malta","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2013","2013","PC","Percentage","0","Units",,,76.6,,
"MLT","Malta","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2014","2014","PC","Percentage","0","Units",,,77.1,,
"MLT","Malta","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,79,,
"MLT","Malta","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,80.8,,
"MLT","Malta","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,82.2,,
"MLT","Malta","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,83.8,,
"MLT","Malta","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,85.6,,
"MLT","Malta","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,84.4,,
"MLT","Malta","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,83.5,,
"MLT","Malta","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2005","2005","PC","Percentage","0","Units",,,29,,
"MLT","Malta","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2010","2010","PC","Percentage","0","Units",,,33.4,,
"MLT","Malta","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2011","2011","PC","Percentage","0","Units",,,34.4,,
"MLT","Malta","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2012","2012","PC","Percentage","0","Units",,,35.9,,
"MLT","Malta","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2013","2013","PC","Percentage","0","Units",,,39.4,,
"MLT","Malta","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2014","2014","PC","Percentage","0","Units",,,42.2,,
"MLT","Malta","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,43.9,,
"MLT","Malta","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,45.4,,
"MLT","Malta","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,48.6,,
"MLT","Malta","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,51.4,,
"MLT","Malta","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,55.4,,
"MLT","Malta","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,57.8,,
"MLT","Malta","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,60.1,,
"ROU","Romania","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2000","2000","PC","Percentage","0","Units",,,71.4,,
"ROU","Romania","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2005","2005","PC","Percentage","0","Units",,,66.9,,
"ROU","Romania","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2010","2010","PC","Percentage","0","Units",,,70,,
"ROU","Romania","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2011","2011","PC","Percentage","0","Units",,,68.2,,
"ROU","Romania","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2012","2012","PC","Percentage","0","Units",,,69.4,,
"ROU","Romania","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2013","2013","PC","Percentage","0","Units",,,69.4,,
"ROU","Romania","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2014","2014","PC","Percentage","0","Units",,,70.2,,
"ROU","Romania","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,70.9,,
"ROU","Romania","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,71.1,,
"ROU","Romania","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,73,,
"ROU","Romania","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,74.2,,
"ROU","Romania","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,75.8,,
"ROU","Romania","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,75.5,,
"ROU","Romania","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,72.1,,
"ROU","Romania","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2005","2005","PC","Percentage","0","Units",,,53.7,,
"ROU","Romania","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2010","2010","PC","Percentage","0","Units",,,52.9,,
"ROU","Romania","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2011","2011","PC","Percentage","0","Units",,,53.4,,
"ROU","Romania","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2012","2012","PC","Percentage","0","Units",,,53,,
"ROU","Romania","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2013","2013","PC","Percentage","0","Units",,,53.5,,
"ROU","Romania","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2014","2014","PC","Percentage","0","Units",,,53.2,,
